Session Code,Sport,Venue,Zone,Date,Games Day,Session Type,Event,Start Time,End Time,Is in LA Area,Is Women's Event 🎉
BKB40,Basketball,Intuit Dome,Inglewood,"Friday, July 28",14,Bronze,Women's Bronze Medal Game,16:00,18:00,TRUE,TRUE
BKB41,Basketball,Intuit Dome,Inglewood,"Saturday, July 29",15,Bronze,Men's Bronze Medal Game,12:00,14:00,TRUE,FALSE
BKB42,Basketball,Intuit Dome,Inglewood,"Saturday, July 29",15,Final,Women's Gold Medal Game,16:00,18:15,TRUE,TRUE
BKB43,Basketball,Intuit Dome,Inglewood,"Sunday, July 30",16,Final,Men's Gold Medal Game,12:45,15:00,TRUE,FALSE
VBV01,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Saturday, July 15",1,Preliminary,Men's and/or Women's Preliminaries (3 Matches),9:00,12:00,TRUE,TRUE
VBV02,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Saturday, July 15",1,Preliminary,Men's and/or Women's Preliminaries (4 Matches),14:00,18:00,TRUE,TRUE
VBV03,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Saturday, July 15",1,Preliminary,Men's and/or Women's Preliminaries (3 Matches),20:00,23:00,TRUE,TRUE
VBV04,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Sunday, July 16",2,Preliminary,Men's and/or Women's Preliminaries (3 Matches),9:00,12:00,TRUE,TRUE
VBV05,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Sunday, July 16",2,Preliminary,Men's and/or Women's Preliminaries (4 Matches),14:00,18:00,TRUE,TRUE
VBV06,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Sunday, July 16",2,Preliminary,Men's and/or Women's Preliminaries (3 Matches),20:00,23:00,TRUE,TRUE
VBV07,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Monday, July 17",3,Preliminary,Men's and/or Women's Preliminaries (3 Matches),9:00,12:00,TRUE,TRUE
VBV08,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Monday, July 17",3,Preliminary,Men's and/or Women's Preliminaries (4 Matches),14:00,18:00,TRUE,TRUE
VBV09,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Monday, July 17",3,Preliminary,Men's and/or Women's Preliminaries (3 Matches),20:00,23:00,TRUE,TRUE
VBV10,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Tuesday, July 18",4,Preliminary,Men's and/or Women's Preliminaries (3 Matches),9:00,12:00,TRUE,TRUE
VBV11,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Tuesday, July 18",4,Preliminary,Men's and/or Women's Preliminaries (4 Matches),14:00,18:00,TRUE,TRUE
VBV12,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Tuesday, July 18",4,Preliminary,Men's and/or Women's Preliminaries (3 Matches),20:00,23:00,TRUE,TRUE
VBV13,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Wednesday, July 19",5,Preliminary,Men's and/or Women's Preliminaries (3 Matches),9:00,12:00,TRUE,TRUE
VBV14,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Wednesday, July 19",5,Preliminary,Men's and/or Women's Preliminaries (4 Matches),14:00,18:00,TRUE,TRUE
VBV15,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Wednesday, July 19",5,Preliminary,Men's and/or Women's Preliminaries (3 Matches),20:00,23:00,TRUE,TRUE
VBV16,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Thursday, July 20",6,Preliminary,Men's and/or Women's Preliminaries (3 Matches),9:00,12:00,TRUE,TRUE
VBV17,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Thursday, July 20",6,Preliminary,Men's and/or Women's Preliminaries (4 Matches),14:00,18:00,TRUE,TRUE
VBV18,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Thursday, July 20",6,Preliminary,Men's and/or Women's Preliminaries (3 Matches),20:00,23:00,TRUE,TRUE
VBV19,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Friday, July 21",7,Preliminary,Men's and/or Women's Preliminaries (3 Matches),9:00,12:00,TRUE,TRUE
VBV20,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Friday, July 21",7,Preliminary,Men's and/or Women's Preliminaries (4 Matches),14:00,18:00,TRUE,TRUE
VBV21,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Friday, July 21",7,Preliminary,Men's and/or Women's Preliminaries (3 Matches),20:00,23:00,TRUE,TRUE
VBV22,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Saturday, July 22",8,Preliminary,Men's and/or Women's Preliminaries (2 Matches),9:00,11:00,TRUE,TRUE
VBV23,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Saturday, July 22",8,Preliminary,Men's and/or Women's Preliminaries (4 Matches),19:00,23:00,TRUE,TRUE
VBV24,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Sunday, July 23",9,Preliminary,Men's or Women's Round of 16 (2 Matches),9:00,11:00,TRUE,TRUE
VBV25,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Sunday, July 23",9,Preliminary,Men's or Women's Round of 16 (2 Matches),13:00,15:00,TRUE,TRUE
VBV26,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Sunday, July 23",9,Preliminary,Men's or Women's Round of 16 (2 Matches),17:00,19:00,TRUE,TRUE
VBV27,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Sunday, July 23",9,Preliminary,Men's or Women's Round of 16 (2 Matches),21:00,23:00,TRUE,TRUE
VBV28,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Monday, July 24",10,Preliminary,Men's or Women's Round of 16 (2 Matches),9:00,11:00,TRUE,TRUE
VBV29,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Monday, July 24",10,Preliminary,Men's or Women's Round of 16 (2 Matches),13:00,15:00,TRUE,TRUE
VBV30,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Monday, July 24",10,Preliminary,Men's or Women's Round of 16 (2 Matches),17:00,19:00,TRUE,TRUE
VBV31,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Monday, July 24",10,Preliminary,Men's or Women's Round of 16 (2 Matches),21:00,23:00,TRUE,TRUE
VBV32,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Tuesday, July 25",11,Quarterfinal,Men's Quarterfinal,13:00,15:00,TRUE,FALSE
VBV32,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Tuesday, July 25",11,Quarterfinal,Women's Quarterfinal,13:00,15:00,TRUE,TRUE
VBV33,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Tuesday, July 25",11,Quarterfinal,Men's Quarterfinal,20:00,22:00,TRUE,FALSE
VBV33,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Tuesday, July 25",11,Quarterfinal,Women's Quarterfinal,20:00,22:00,TRUE,TRUE
VBV34,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Wednesday, July 26",12,Quarterfinal,Men's Quarterfinal,13:00,15:00,TRUE,FALSE
VBV34,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Wednesday, July 26",12,Quarterfinal,Women's Quarterfinal,13:00,15:00,TRUE,TRUE
VBV35,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Wednesday, July 26",12,Quarterfinal,Men's Quarterfinal,20:00,22:00,TRUE,FALSE
VBV35,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Wednesday, July 26",12,Quarterfinal,Women's Quarterfinal,20:00,22:00,TRUE,TRUE
VBV36,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Thursday, July 27",13,Semifinal,Men's Semifinal,13:00,15:00,TRUE,FALSE
VBV36,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Thursday, July 27",13,Semifinal,Women's Semifinal,13:00,15:00,TRUE,TRUE
VBV37,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Thursday, July 27",13,Semifinal,Men's Semifinal,20:00,22:00,TRUE,FALSE
VBV37,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Thursday, July 27",13,Semifinal,Women's Semifinal,20:00,22:00,TRUE,TRUE
VBV38,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Friday, July 28",14,Final,Women's Bronze Medal Match,15:30,18:30,TRUE,TRUE
VBV38,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Friday, July 28",14,Final,Women's Gold Medal Match,15:30,18:30,TRUE,TRUE
VBV39,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Saturday, July 29",15,Final,Men's Bronze Medal Match,19:00,22:00,TRUE,FALSE
VBV39,Beach Volleyball,Alamitos Beach Stadium,Long Beach,"Saturday, July 29",15,Final,Men's Gold Medal match,19:00,22:00,TRUE,FALSE
BMF01,BMX Freestyle,Valley Complex 1,Valley,"Friday, July 28",14,Preliminary,Men's Park Qualification,10:30,13:30,TRUE,FALSE
BMF01,BMX Freestyle,Valley Complex 1,Valley,"Friday, July 28",14,Preliminary,Women's Park Qualification,10:30,13:30,TRUE,TRUE
BMF02,BMX Freestyle,Valley Complex 1,Valley,"Saturday, July 29",15,Final,Men's Park Final,10:30,13:50,TRUE,FALSE
BMF02,BMX Freestyle,Valley Complex 1,Valley,"Saturday, July 29",15,Final,Women's Park Final,10:30,13:50,TRUE,TRUE
BMX01,BMX Racing,Valley Complex 4,Valley,"Saturday, July 15",1,Quarterfinal,Men's Quarterfinal,10:30,12:50,TRUE,FALSE
BMX01,BMX Racing,Valley Complex 4,Valley,"Saturday, July 15",1,Quarterfinal,Women's Quarterfinal,10:30,12:50,TRUE,TRUE
BMX01,BMX Racing,Valley Complex 4,Valley,"Saturday, July 15",1,Quarterfinal,Men's Last Chance,10:30,12:50,TRUE,FALSE
BMX01,BMX Racing,Valley Complex 4,Valley,"Saturday, July 15",1,Quarterfinal,Women's Last Chance,10:30,12:50,TRUE,TRUE
BMX02,BMX Racing,Valley Complex 4,Valley,"Sunday, July 16",2,Final,Men's Semifinal,10:30,13:00,TRUE,FALSE
BMX02,BMX Racing,Valley Complex 4,Valley,"Sunday, July 16",2,Final,Women's Semifinal,10:30,13:00,TRUE,TRUE
BMX02,BMX Racing,Valley Complex 4,Valley,"Sunday, July 16",2,Final,Men's Final,10:30,13:00,TRUE,FALSE
BMX02,BMX Racing,Valley Complex 4,Valley,"Sunday, July 16",2,Final,Women's Final,10:30,13:00,TRUE,TRUE
BOX01,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 15",1,Preliminary,Women's 54kg Round of 32,12:00,14:30,TRUE,TRUE
BOX01,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 15",1,Preliminary,Women's 60kg Round of 32,12:00,14:30,TRUE,TRUE
BOX01,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 15",1,Preliminary,Women's 65kg Round of 32,12:00,14:30,TRUE,TRUE
BOX01,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 15",1,Preliminary,Men's 55kg Round of 32,12:00,14:30,TRUE,FALSE
BOX01,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 15",1,Preliminary,Men's 65kg Round of 32,12:00,14:30,TRUE,FALSE
BOX01,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 15",1,Preliminary,Men's +90kg Round of 16,12:00,14:30,TRUE,FALSE
BOX02,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 15",1,Preliminary,Women's 54kg Round of 32,19:00,21:30,TRUE,TRUE
BOX02,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 15",1,Preliminary,Women's 60kg Round of 32,19:00,21:30,TRUE,TRUE
BOX02,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 15",1,Preliminary,Women's 65kg Round of 32,19:00,21:30,TRUE,TRUE
BOX02,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 15",1,Preliminary,Men's 55kg Round of 32,19:00,21:30,TRUE,FALSE
BOX02,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 15",1,Preliminary,Men's 65kg Round of 32,19:00,21:30,TRUE,FALSE
BOX02,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 15",1,Preliminary,Men's +90kg Round of 16,19:00,21:30,TRUE,FALSE
BOX03,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Sunday, July 16",2,Preliminary,Women's 51kg Round of 32,12:00,15:00,TRUE,TRUE
BOX03,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Sunday, July 16",2,Preliminary,Women's 70kg Round of 16,12:00,15:00,TRUE,TRUE
BOX03,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Sunday, July 16",2,Preliminary,Men's 60kg Round of 32,12:00,15:00,TRUE,FALSE
BOX03,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Sunday, July 16",2,Preliminary,Men's 70kg Round of 32,12:00,15:00,TRUE,FALSE
BOX03,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Sunday, July 16",2,Preliminary,Men's 90kg Round of 16,12:00,15:00,TRUE,FALSE
BOX04,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Sunday, July 16",2,Preliminary,Women's 51kg Round of 32,19:00,22:00,TRUE,TRUE
BOX04,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Sunday, July 16",2,Preliminary,Women's 70kg Round of 16,19:00,22:00,TRUE,TRUE
BOX04,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Sunday, July 16",2,Preliminary,Men's 60kg Round of 32,19:00,22:00,TRUE,FALSE
BOX04,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Sunday, July 16",2,Preliminary,Men's 70kg Round of 32,19:00,22:00,TRUE,FALSE
BOX04,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Sunday, July 16",2,Preliminary,Men's 90kg Round of 16,19:00,22:00,TRUE,FALSE
BOX05,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Monday, July 17",3,Preliminary,Women's 60kg Round of 16,12:00,15:00,TRUE,TRUE
BOX05,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Monday, July 17",3,Preliminary,Men's 55kg Round of 16,12:00,15:00,TRUE,FALSE
BOX05,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Monday, July 17",3,Preliminary,Men's 65kg Round of 16,12:00,15:00,TRUE,FALSE
BOX06,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Monday, July 17",3,Preliminary,Women's 60kg Round of 16,19:00,22:00,TRUE,TRUE
BOX06,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Monday, July 17",3,Preliminary,Men's 55kg Round of 16,19:00,22:00,TRUE,FALSE
BOX06,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Monday, July 17",3,Preliminary,Men's 65kg Round of 16,19:00,22:00,TRUE,FALSE
BOX07,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Tuesday, July 18",4,Quarterfinal,Women's 54kg Round of 16,12:00,15:00,TRUE,TRUE
BOX07,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Tuesday, July 18",4,Quarterfinal,Women's 57kg Round of 32,12:00,15:00,TRUE,TRUE
BOX07,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Tuesday, July 18",4,Quarterfinal,Men's 80kg Round of 16,12:00,15:00,TRUE,FALSE
BOX07,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Tuesday, July 18",4,Quarterfinal,Men's +90kg Quarterfinal,12:00,15:00,TRUE,FALSE
BOX08,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Tuesday, July 18",4,Quarterfinal,Women's 54kg Round of 16,19:00,22:00,TRUE,TRUE
BOX08,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Tuesday, July 18",4,Quarterfinal,Women's 57kg Round of 32,19:00,22:00,TRUE,TRUE
BOX08,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Tuesday, July 18",4,Quarterfinal,Men's 80kg Round of 16,19:00,22:00,TRUE,FALSE
BOX08,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Tuesday, July 18",4,Quarterfinal,Men's +90kg Quarterfinal,19:00,22:00,TRUE,FALSE
BOX09,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Wednesday, July 19",5,Quarterfinal,Women's 60kg Quarterfinal,12:00,15:00,TRUE,TRUE
BOX09,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Wednesday, July 19",5,Quarterfinal,Women's 70kg Quarterfinal,12:00,15:00,TRUE,TRUE
BOX09,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Wednesday, July 19",5,Quarterfinal,Men's 60kg Round of 16,12:00,15:00,TRUE,FALSE
BOX09,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Wednesday, July 19",5,Quarterfinal,Men's 70kg Round of 16,12:00,15:00,TRUE,FALSE
BOX10,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Wednesday, July 19",5,Quarterfinal,Women's 60kg Quarterfinal,19:00,22:00,TRUE,TRUE
BOX10,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Wednesday, July 19",5,Quarterfinal,Women's 70kg Quarterfinal,19:00,22:00,TRUE,TRUE
BOX10,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Wednesday, July 19",5,Quarterfinal,Men's 60kg Round of 16,19:00,22:00,TRUE,FALSE
BOX10,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Wednesday, July 19",5,Quarterfinal,Men's 70kg Round of 16,19:00,22:00,TRUE,FALSE
BOX11,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Thursday, July 20",6,Quarterfinal,Women's 51kg Round of 16,12:00,15:00,TRUE,TRUE
BOX11,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Thursday, July 20",6,Quarterfinal,Women's 65kg Round of 16,12:00,15:00,TRUE,TRUE
BOX11,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Thursday, July 20",6,Quarterfinal,Men's 65kg Quarterfinal,12:00,15:00,TRUE,FALSE
BOX11,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Thursday, July 20",6,Quarterfinal,Men's 90kg Quarterfinal,12:00,15:00,TRUE,FALSE
BOX12,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Thursday, July 20",6,Quarterfinal,Women's 51kg Round of 16,19:00,22:00,TRUE,TRUE
BOX12,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Thursday, July 20",6,Quarterfinal,Women's 65kg Round of 16,19:00,22:00,TRUE,TRUE
BOX12,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Thursday, July 20",6,Quarterfinal,Men's 65kg Quarterfinal,19:00,22:00,TRUE,FALSE
BOX12,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Thursday, July 20",6,Quarterfinal,Men's 90kg Quarterfinal,19:00,22:00,TRUE,FALSE
BOX13,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Friday, July 21",7,Quarterfinal,Women's 57kg Round of 16,12:00,15:00,TRUE,TRUE
BOX13,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Friday, July 21",7,Quarterfinal,Women's 75kg Round of 16,12:00,15:00,TRUE,TRUE
BOX13,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Friday, July 21",7,Quarterfinal,Men's 55kg Quarterfinal,12:00,15:00,TRUE,FALSE
BOX13,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Friday, July 21",7,Quarterfinal,Men's 80kg Quarterfinal,12:00,15:00,TRUE,FALSE
BOX14,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Friday, July 21",7,Quarterfinal,Women's 57kg Round of 16,19:00,22:00,TRUE,TRUE
BOX14,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Friday, July 21",7,Quarterfinal,Women's 75kg Round of 16,19:00,22:00,TRUE,TRUE
BOX14,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Friday, July 21",7,Quarterfinal,Men's 55kg Quarterfinal,19:00,22:00,TRUE,FALSE
BOX14,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Friday, July 21",7,Quarterfinal,Men's 80kg Quarterfinal,19:00,22:00,TRUE,FALSE
BOX15,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 22",8,Semifinal,Women's 51kg Quarterfinal,12:00,15:00,TRUE,TRUE
BOX15,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 22",8,Semifinal,Women's 54kg Quarterfinal,12:00,15:00,TRUE,TRUE
BOX15,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 22",8,Semifinal,Women's 65kg Quarterfinal,12:00,15:00,TRUE,TRUE
BOX15,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 22",8,Semifinal,Women's 70kg Semifinal,12:00,15:00,TRUE,TRUE
BOX15,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 22",8,Semifinal,Men's 60kg Quarterfinal,12:00,15:00,TRUE,FALSE
BOX15,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 22",8,Semifinal,Men's 70kg Quarterfinal,12:00,15:00,TRUE,FALSE
BOX15,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 22",8,Semifinal,Men's +90kg Semifinal,12:00,15:00,TRUE,FALSE
BOX16,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 22",8,Semifinal,Women's 51kg Quarterfinal,19:00,22:00,TRUE,TRUE
BOX16,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 22",8,Semifinal,Women's 54kg Quarterfinal,19:00,22:00,TRUE,TRUE
BOX16,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 22",8,Semifinal,Women's 65kg Quarterfinal,19:00,22:00,TRUE,TRUE
BOX16,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 22",8,Semifinal,Women's 70kg Semifinal,19:00,22:00,TRUE,TRUE
BOX16,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 22",8,Semifinal,Men's 60kg Quarterfinal,19:00,22:00,TRUE,FALSE
BOX16,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 22",8,Semifinal,Men's 70kg Quarterfinal,19:00,22:00,TRUE,FALSE
BOX16,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Saturday, July 22",8,Semifinal,Men's +90kg Semifinal,19:00,22:00,TRUE,FALSE
BOX17,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Sunday, July 23",9,Semifinal,Women's 57kg Quarterfinal,12:00,14:30,TRUE,TRUE
BOX17,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Sunday, July 23",9,Semifinal,Women's 75kg Quarterfinal,12:00,14:30,TRUE,TRUE
BOX17,Boxing - Preliminary Stages,Peacock Theater,DTLA,"Sunday, July 23",9,Semifinal,Men's 55kg Semifinal,12:00,14:30,TRUE,FALSE
BOX18,Boxing - Final Stages,DTLA Arena,DTLA,"Thursday, July 27",13,Final,Women's 51kg Semifinal,12:00,14:00,TRUE,TRUE
BOX18,Boxing - Final Stages,DTLA Arena,DTLA,"Thursday, July 27",13,Final,Women's 65kg Semifinal,12:00,14:00,TRUE,TRUE
BOX18,Boxing - Final Stages,DTLA Arena,DTLA,"Thursday, July 27",13,Final,Women's 70kg Final,12:00,14:00,TRUE,TRUE
BOX18,Boxing - Final Stages,DTLA Arena,DTLA,"Thursday, July 27",13,Final,Men's 90kg Semifinal,12:00,14:00,TRUE,FALSE
BOX19,Boxing - Final Stages,DTLA Arena,DTLA,"Thursday, July 27",13,Final,Women's 54kg Semifinal,18:00,20:00,TRUE,TRUE
BOX19,Boxing - Final Stages,DTLA Arena,DTLA,"Thursday, July 27",13,Final,Men's 55kg Final,18:00,20:00,TRUE,FALSE
BOX19,Boxing - Final Stages,DTLA Arena,DTLA,"Thursday, July 27",13,Final,Men's 70kg Semifinal,18:00,20:00,TRUE,FALSE
BOX19,Boxing - Final Stages,DTLA Arena,DTLA,"Thursday, July 27",13,Final,Men's 80kg Semifinal,18:00,20:00,TRUE,FALSE
BOX20,Boxing - Final Stages,DTLA Arena,DTLA,"Friday, July 28",14,Final,Women's 60kg Semifinal,12:00,13:30,TRUE,TRUE
BOX20,Boxing - Final Stages,DTLA Arena,DTLA,"Friday, July 28",14,Final,Men's 60kg Semifinal,12:00,13:30,TRUE,FALSE
BOX20,Boxing - Final Stages,DTLA Arena,DTLA,"Friday, July 28",14,Final,Men's +90kg Final,12:00,13:30,TRUE,FALSE
BOX21,Boxing - Final Stages,DTLA Arena,DTLA,"Friday, July 28",14,Final,Women's 51kg Final,18:00,19:30,TRUE,TRUE
BOX21,Boxing - Final Stages,DTLA Arena,DTLA,"Friday, July 28",14,Final,Women's 75kg Semifinal,18:00,19:30,TRUE,TRUE
BOX21,Boxing - Final Stages,DTLA Arena,DTLA,"Friday, July 28",14,Final,Men's 65kg Semifinal,18:00,19:30,TRUE,FALSE
BOX22,Boxing - Final Stages,DTLA Arena,DTLA,"Saturday, July 29",15,Final,Women's 57kg Semifinal,12:00,13:30,TRUE,TRUE
BOX22,Boxing - Final Stages,DTLA Arena,DTLA,"Saturday, July 29",15,Final,Women's 65kg Final,12:00,13:30,TRUE,TRUE
BOX22,Boxing - Final Stages,DTLA Arena,DTLA,"Saturday, July 29",15,Final,Men's 90kg Final,12:00,13:30,TRUE,FALSE
BOX23,Boxing - Final Stages,DTLA Arena,DTLA,"Saturday, July 29",15,Final,Women's 54kg Final,18:00,20:00,TRUE,TRUE
BOX23,Boxing - Final Stages,DTLA Arena,DTLA,"Saturday, July 29",15,Final,Women's 60kg Final,18:00,20:00,TRUE,TRUE
BOX23,Boxing - Final Stages,DTLA Arena,DTLA,"Saturday, July 29",15,Final,Men's 60kg Final,18:00,20:00,TRUE,FALSE
BOX23,Boxing - Final Stages,DTLA Arena,DTLA,"Saturday, July 29",15,Final,Men's 80kg Final,18:00,20:00,TRUE,FALSE
BOX24,Boxing - Final Stages,DTLA Arena,DTLA,"Sunday, July 30",16,Final,Women's 57kg Final,12:00,14:00,TRUE,TRUE
BOX24,Boxing - Final Stages,DTLA Arena,DTLA,"Sunday, July 30",16,Final,Women's 75kg Final,12:00,14:00,TRUE,TRUE
BOX24,Boxing - Final Stages,DTLA Arena,DTLA,"Sunday, July 30",16,Final,Men's 65kg Final,12:00,14:00,TRUE,FALSE
BOX24,Boxing - Final Stages,DTLA Arena,DTLA,"Sunday, July 30",16,Final,Men's 70kg Final,12:00,14:00,TRUE,FALSE
CSL01,Canoe Slalom,OKC Whitewater Center,OKC,"Friday, July 14",0,Preliminary,Men's Kayak Single Heats - 1st and 2nd Run,9:00 | OKC Local | Time (CT),12:10 | OKC Local | Time (CT),FALSE,FALSE
CSL01,Canoe Slalom,OKC Whitewater Center,OKC,"Friday, July 14",0,Preliminary,Women's Kayak Single Heats - 1st and 2nd Run,9:00 | OKC Local | Time (CT),12:10 | OKC Local | Time (CT),FALSE,TRUE
CSL02,Canoe Slalom,OKC Whitewater Center,OKC,"Saturday, July 15",1,Final,Women's Kayak Single Semifinal,10:00 | OKC Local | Time (CT),13:10 | OKC Local | Time (CT),FALSE,TRUE
CSL02,Canoe Slalom,OKC Whitewater Center,OKC,"Saturday, July 15",1,Final,Women's Kayak Single Final,10:00 | OKC Local | Time (CT),13:10 | OKC Local | Time (CT),FALSE,TRUE
CSL03,Canoe Slalom,OKC Whitewater Center,OKC,"Sunday, July 16",2,Final,Men's Kayak Single Semifinal,9:00 | OKC Local | Time (CT),12:10 | OKC Local | Time (CT),FALSE,FALSE
