Session Code,Sport,Venue,Zone,Date,Games Day,Session Type,Event,Start Time,End Time,Is in LA Area,Is Women's Event 🎉
FEN11,Fencing,LA Convention Center Hall 1,DTLA,"Thursday, July 20",6,Semifinal,Men's Épée Team Placement 7-8,9:00,16:10,TRUE,FALSE
FEN11,Fencing,LA Convention Center Hall 1,DTLA,"Thursday, July 20",6,Semifinal,Men's Épée Team Placement 5-6,9:00,16:10,TRUE,FALSE
FEN12,Fencing,LA Convention Center Hall 1,DTLA,"Thursday, July 20",6,Final,Men's Épée Team Bronze Medal Match,18:30,21:40,TRUE,FALSE
FEN12,Fencing,LA Convention Center Hall 1,DTLA,"Thursday, July 20",6,Final,Men's Épée Team Gold Medal Match,18:30,21:40,TRUE,FALSE
FEN13,Fencing,LA Convention Center Hall 1,DTLA,"Friday, July 21",7,Semifinal,Women's Foil Team Table of 8,9:00,14:30,TRUE,TRUE
FEN13,Fencing,LA Convention Center Hall 1,DTLA,"Friday, July 21",7,Semifinal,Women's Foil Team Classification 5-8,9:00,14:30,TRUE,TRUE
FEN13,Fencing,LA Convention Center Hall 1,DTLA,"Friday, July 21",7,Semifinal,Women's Foil Team Semifinal,9:00,14:30,TRUE,TRUE
FEN13,Fencing,LA Convention Center Hall 1,DTLA,"Friday, July 21",7,Semifinal,Women's Foil Team Placement 7-8,9:00,14:30,TRUE,TRUE
FEN13,Fencing,LA Convention Center Hall 1,DTLA,"Friday, July 21",7,Semifinal,Women's Foil Team Placement 5-6,9:00,14:30,TRUE,TRUE
FEN14,Fencing,LA Convention Center Hall 1,DTLA,"Friday, July 21",7,Final,Women's Foil Team Bronze Medal Match,18:30,21:20,TRUE,TRUE
FEN14,Fencing,LA Convention Center Hall 1,DTLA,"Friday, July 21",7,Final,Women's Foil Team Gold Medal Match,18:30,21:20,TRUE,TRUE
FEN15,Fencing,LA Convention Center Hall 1,DTLA,"Saturday, July 22",8,Semifinal,Men's Foil Team Table of 8,9:00,14:30,TRUE,FALSE
FEN15,Fencing,LA Convention Center Hall 1,DTLA,"Saturday, July 22",8,Semifinal,Men's Foil Team Classification 5-8,9:00,14:30,TRUE,FALSE
FEN15,Fencing,LA Convention Center Hall 1,DTLA,"Saturday, July 22",8,Semifinal,Men's Foil Team Semifinal,9:00,14:30,TRUE,FALSE
FEN15,Fencing,LA Convention Center Hall 1,DTLA,"Saturday, July 22",8,Semifinal,Men's Foil Team Placement 7-8,9:00,14:30,TRUE,FALSE
FEN15,Fencing,LA Convention Center Hall 1,DTLA,"Saturday, July 22",8,Semifinal,Men's Foil Team Placement 5-6,9:00,14:30,TRUE,FALSE
FEN16,Fencing,LA Convention Center Hall 1,DTLA,"Saturday, July 22",8,Final,Men's Foil Team Bronze Medal Match,18:30,21:20,TRUE,FALSE
FEN16,Fencing,LA Convention Center Hall 1,DTLA,"Saturday, July 22",8,Final,Men's Foil Team Gold Medal Match,18:30,21:20,TRUE,FALSE
FEN17,Fencing,LA Convention Center Hall 1,DTLA,"Sunday, July 23",9,Semifinal,Women's Sabre Team Table of 8,9:00,16:10,TRUE,TRUE
FEN17,Fencing,LA Convention Center Hall 1,DTLA,"Sunday, July 23",9,Semifinal,Women's Sabre Team Classification 5-8,9:00,16:10,TRUE,TRUE
FEN17,Fencing,LA Convention Center Hall 1,DTLA,"Sunday, July 23",9,Semifinal,Women's Sabre Team Semifinal,9:00,16:10,TRUE,TRUE
FEN17,Fencing,LA Convention Center Hall 1,DTLA,"Sunday, July 23",9,Semifinal,Women's Sabre Team Placement 7-8,9:00,16:10,TRUE,TRUE
FEN17,Fencing,LA Convention Center Hall 1,DTLA,"Sunday, July 23",9,Semifinal,Women's Sabre Team Placement 5-6,9:00,16:10,TRUE,TRUE
FEN18,Fencing,LA Convention Center Hall 1,DTLA,"Sunday, July 23",9,Final,Women's Sabre Team Bronze Medal Match,18:30,21:40,TRUE,TRUE
FEN18,Fencing,LA Convention Center Hall 1,DTLA,"Sunday, July 23",9,Final,Women's Sabre Team Gold Medal Match,18:30,21:40,TRUE,TRUE
FFB01,Flag Football,Exposition Park Stadium,Exposition Park,"Saturday, July 15",1,Preliminary,Men's and Women's Preliminaries (3 Games),14:00,17:15,TRUE,TRUE
FFB02,Flag Football,Exposition Park Stadium,Exposition Park,"Saturday, July 15",1,Preliminary,Men's and Women's Preliminaries (3 Games),19:00,22:15,TRUE,TRUE
FFB03,Flag Football,Exposition Park Stadium,Exposition Park,"Sunday, July 16",2,Preliminary,Men's and Women's Preliminaries (3 Games),14:00,17:15,TRUE,TRUE
FFB04,Flag Football,Exposition Park Stadium,Exposition Park,"Sunday, July 16",2,Preliminary,Men's and Women's Preliminaries (3 Games),19:00,22:15,TRUE,TRUE
FFB05,Flag Football,Exposition Park Stadium,Exposition Park,"Monday, July 17",3,Preliminary,Men's and Women's Preliminaries (3 Games),14:00,17:15,TRUE,TRUE
FFB06,Flag Football,Exposition Park Stadium,Exposition Park,"Monday, July 17",3,Preliminary,Men's and Women's Preliminaries (3 Games),19:00,22:15,TRUE,TRUE
FFB07,Flag Football,Exposition Park Stadium,Exposition Park,"Tuesday, July 18",4,Preliminary,Men's and Women's Preliminaries (3 Games),14:00,17:15,TRUE,TRUE
FFB08,Flag Football,Exposition Park Stadium,Exposition Park,"Tuesday, July 18",4,Preliminary,Men's and Women's Preliminaries (3 Games),19:00,22:15,TRUE,TRUE
FFB09,Flag Football,Exposition Park Stadium,Exposition Park,"Wednesday, July 19",5,Preliminary,Men's and Women's Preliminaries (3 Games),14:00,17:15,TRUE,TRUE
FFB10,Flag Football,Exposition Park Stadium,Exposition Park,"Wednesday, July 19",5,Preliminary,Men's and Women's Preliminaries (3 Games),19:00,22:15,TRUE,TRUE
FFB11,Flag Football,Exposition Park Stadium,Exposition Park,"Thursday, July 20",6,Semifinal,Men's Semifinal (2 Games),14:00,16:10,TRUE,FALSE
FFB12,Flag Football,Exposition Park Stadium,Exposition Park,"Friday, July 21",7,Semifinal,Women's Semifinal (2 Games),13:30,15:40,TRUE,TRUE
FFB13,Flag Football,Exposition Park Stadium,Exposition Park,"Friday, July 21",7,Final,Men's Bronze Medal Game,17:30,20:40,TRUE,FALSE
FFB13,Flag Football,Exposition Park Stadium,Exposition Park,"Friday, July 21",7,Final,Men's Gold Medal Game,17:30,20:40,TRUE,FALSE
FFB14,Flag Football,Exposition Park Stadium,Exposition Park,"Saturday, July 22",8,Final,Women's Bronze Medal Game,12:30,15:40,TRUE,TRUE
FFB14,Flag Football,Exposition Park Stadium,Exposition Park,"Saturday, July 22",8,Final,Women's Gold Medal Game,12:30,15:40,TRUE,TRUE
FBL01,Football (Soccer),New York Stadium,New York,"Monday, July 10",-4,Preliminary,Men's Group Stage,TBD,TBD,FALSE,FALSE
FBL02,Football (Soccer),New York Stadium,New York,"Monday, July 10",-4,Preliminary,Men's Group Stage,TBD,TBD,FALSE,FALSE
FBL10,Football (Soccer),New York Stadium,New York,"Tuesday, July 11",-3,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL15,Football (Soccer),New York Stadium,New York,"Thursday, July 13",-1,Preliminary,Men's Group Stage,TBD,TBD,FALSE,FALSE
FBL16,Football (Soccer),New York Stadium,New York,"Thursday, July 13",-1,Preliminary,Men's Group Stage,TBD,TBD,FALSE,FALSE
FBL24,Football (Soccer),New York Stadium,New York,"Friday, July 14",0,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL29,Football (Soccer),New York Stadium,New York,"Sunday, July 16",2,Preliminary,Men's Group Stage,TBD,TBD,FALSE,FALSE
FBL38,Football (Soccer),New York Stadium,New York,"Monday, July 17",3,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL46,Football (Soccer),New York Stadium,New York,"Thursday, July 20",6,Quarterfinal,Men's Quarterfinal,TBD,TBD,FALSE,FALSE
FBL03,Football (Soccer),Columbus Stadium,Columbus,"Monday, July 10",-4,Preliminary,Men's Group Stage,TBD,TBD,FALSE,FALSE
FBL04,Football (Soccer),Columbus Stadium,Columbus,"Monday, July 10",-4,Preliminary,Men's Group Stage,TBD,TBD,FALSE,FALSE
FBL09,Football (Soccer),Columbus Stadium,Columbus,"Tuesday, July 11",-3,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL17,Football (Soccer),Columbus Stadium,Columbus,"Thursday, July 13",-1,Preliminary,Men's Group Stage,TBD,TBD,FALSE,FALSE
FBL18,Football (Soccer),Columbus Stadium,Columbus,"Thursday, July 13",-1,Preliminary,Men's Group Stage,TBD,TBD,FALSE,FALSE
FBL23,Football (Soccer),Columbus Stadium,Columbus,"Friday, July 14",0,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL30,Football (Soccer),Columbus Stadium,Columbus,"Sunday, July 16",2,Preliminary,Men's Group Stage,TBD,TBD,FALSE,FALSE
FBL31,Football (Soccer),Columbus Stadium,Columbus,"Sunday, July 16",2,Preliminary,Men's Group Stage,TBD,TBD,FALSE,FALSE
FBL43,Football (Soccer),Columbus Stadium,Columbus,"Thursday, July 20",6,Quarterfinal,Men's Quarterfinal,TBD,TBD,FALSE,FALSE
FBL05,Football (Soccer),Nashville Stadium,Nashville,"Monday, July 10",-4,Preliminary,Men's Group Stage,TBD,TBD,FALSE,FALSE
FBL07,Football (Soccer),Nashville Stadium,Nashville,"Tuesday, July 11",-3,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL20,Football (Soccer),Nashville Stadium,Nashville,"Thursday, July 13",-1,Preliminary,Men's Group Stage,TBD,TBD,FALSE,FALSE
FBL21,Football (Soccer),Nashville Stadium,Nashville,"Friday, July 14",0,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL32,Football (Soccer),Nashville Stadium,Nashville,"Sunday, July 16",2,Preliminary,Men's Group Stage,TBD,TBD,FALSE,FALSE
FBL36,Football (Soccer),Nashville Stadium,Nashville,"Monday, July 17",3,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL37,Football (Soccer),Nashville Stadium,Nashville,"Monday, July 17",3,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL44,Football (Soccer),Nashville Stadium,Nashville,"Thursday, July 20",6,Quarterfinal,Men's Quarterfinal,TBD,TBD,FALSE,FALSE
FBL48,Football (Soccer),Nashville Stadium,Nashville,"Friday, July 21",7,Quarterfinal,Women's Quarterfinal,TBD,TBD,FALSE,TRUE
FBL06,Football (Soccer),St. Louis Stadium,St. Louis,"Monday, July 10",-4,Preliminary,Men's Group Stage,TBD,TBD,FALSE,FALSE
FBL08,Football (Soccer),St. Louis Stadium,St. Louis,"Tuesday, July 11",-3,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL19,Football (Soccer),St. Louis Stadium,St. Louis,"Thursday, July 13",-1,Preliminary,Men's Group Stage,TBD,TBD,FALSE,FALSE
FBL22,Football (Soccer),St. Louis Stadium,St. Louis,"Friday, July 14",0,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL33,Football (Soccer),St. Louis Stadium,St. Louis,"Sunday, July 16",2,Preliminary,Men's Group Stage,TBD,TBD,FALSE,FALSE
FBL34,Football (Soccer),St. Louis Stadium,St. Louis,"Sunday, July 16",2,Preliminary,Men's Group Stage,TBD,TBD,FALSE,FALSE
FBL35,Football (Soccer),St. Louis Stadium,St. Louis,"Monday, July 17",3,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL45,Football (Soccer),St. Louis Stadium,St. Louis,"Thursday, July 20",6,Quarterfinal,Men's Quarterfinal,TBD,TBD,FALSE,FALSE
FBL13,Football (Soccer),San José Stadium,San José,"Tuesday, July 11",-3,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL14,Football (Soccer),San José Stadium,San José,"Tuesday, July 11",-3,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL25,Football (Soccer),San José Stadium,San José,"Friday, July 14",0,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL26,Football (Soccer),San José Stadium,San José,"Friday, July 14",0,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL39,Football (Soccer),San José Stadium,San José,"Monday, July 17",3,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL40,Football (Soccer),San José Stadium,San José,"Monday, July 17",3,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL50,Football (Soccer),San José Stadium,San José,"Friday, July 21",7,Quarterfinal,Women's Quarterfinal,TBD,TBD,FALSE,TRUE
FBL11,Football (Soccer),San Diego Stadium,San Diego,"Tuesday, July 11",-3,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL12,Football (Soccer),San Diego Stadium,San Diego,"Tuesday, July 11",-3,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL27,Football (Soccer),San Diego Stadium,San Diego,"Friday, July 14",0,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL28,Football (Soccer),San Diego Stadium,San Diego,"Friday, July 14",0,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL41,Football (Soccer),San Diego Stadium,San Diego,"Monday, July 17",3,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL42,Football (Soccer),San Diego Stadium,San Diego,"Monday, July 17",3,Preliminary,Women's Group Stage,TBD,TBD,FALSE,TRUE
FBL49,Football (Soccer),San Diego Stadium,San Diego,"Friday, July 21",7,Quarterfinal,Women's Quarterfinal,TBD,TBD,FALSE,TRUE
FBL51,Football (Soccer),San Diego Stadium,San Diego,"Monday, July 24",10,Semifinal,Men's Semifinal,13:00,16:00,FALSE,FALSE
FBL53,Football (Soccer),San Diego Stadium,San Diego,"Tuesday, July 25",11,Semifinal,Women's Semifinal,17:30,20:30,FALSE,TRUE
FBL55,Football (Soccer),San Diego Stadium,San Diego,"Thursday, July 27",13,Bronze,Men's Bronze Medal Match,18:00,21:00,FALSE,FALSE
FBL56,Football (Soccer),San Diego Stadium,San Diego,"Friday, July 28",14,Bronze,Women's Bronze Medal Match,13:00,16:00,FALSE,TRUE
FBL47,Football (Soccer),Rose Bowl Stadium,Pasadena,"Friday, July 21",7,Quarterfinal,Women's Quarterfinal,TBD,TBD,TRUE,TRUE
FBL52,Football (Soccer),Rose Bowl Stadium,Pasadena,"Monday, July 24",10,Semifinal,Men's Semifinal,20:30,23:30,TRUE,FALSE
FBL54,Football (Soccer),Rose Bowl Stadium,Pasadena,"Tuesday, July 25",11,Semifinal,Women's Semifinal,20:30,23:30,TRUE,TRUE
FBL57,Football (Soccer),Rose Bowl Stadium,Pasadena,"Friday, July 28",14,Final,Men's Gold Medal Match,18:00,21:00,TRUE,FALSE
FBL58,Football (Soccer),Rose Bowl Stadium,Pasadena,"Saturday, July 29",15,Final,Women's Gold Medal Match,12:30,15:30,TRUE,TRUE
GLF01,Golf,Riviera Country Club,Riviera,"Wednesday, July 19",5,Preliminary,Men's Individual Stroke Play Round 1,9:00,18:00,TRUE,FALSE
GLF02,Golf,Riviera Country Club,Riviera,"Thursday, July 20",6,Preliminary,Men's Individual Stroke Play Round 2,9:00,18:00,TRUE,FALSE
GLF03,Golf,Riviera Country Club,Riviera,"Friday, July 21",7,Preliminary,Men's Individual Stroke Play Round 3,9:00,18:00,TRUE,FALSE
GLF04,Golf,Riviera Country Club,Riviera,"Saturday, July 22",8,Final,Men's Individual Stroke Play Round 4,9:00,18:30,TRUE,FALSE
GLF05,Golf,Riviera Country Club,Riviera,"Sunday, July 23",9,Preliminary,Mixed Team Preliminary Round - Four-Ball (Best Ball),10:00,16:55,TRUE,FALSE
GLF06,Golf,Riviera Country Club,Riviera,"Monday, July 24",10,Final,Mixed Team Final Round - Foursomes (Alternate Shot),8:00,14:00,TRUE,FALSE
GLF07,Golf,Riviera Country Club,Riviera,"Wednesday, July 26",12,Preliminary,Women's Individual Stroke Play Round 1,9:00,18:00,TRUE,TRUE
GLF08,Golf,Riviera Country Club,Riviera,"Thursday, July 27",13,Preliminary,Women's Individual Stroke Play Round 2,9:00,18:00,TRUE,TRUE
GLF09,Golf,Riviera Country Club,Riviera,"Friday, July 28",14,Preliminary,Women's Individual Stroke Play Round 3,9:00,18:00,TRUE,TRUE
GLF10,Golf,Riviera Country Club,Riviera,"Saturday, July 29",15,Final,Women's Individual Stroke Play Round 4,9:00,18:30,TRUE,TRUE
HBL01,Handball,Long Beach Arena,Long Beach,"Wednesday, July 12",-2,Preliminary,Men's Preliminary Round (2 Matches),9:00,12:30,TRUE,FALSE
HBL02,Handball,Long Beach Arena,Long Beach,"Wednesday, July 12",-2,Preliminary,Men's Preliminary Round (2 Matches),14:00,17:30,TRUE,FALSE
HBL03,Handball,Long Beach Arena,Long Beach,"Wednesday, July 12",-2,Preliminary,Men's Preliminary Round (2 Matches),19:00,22:30,TRUE,FALSE
HBL04,Handball,Long Beach Arena,Long Beach,"Thursday, July 13",-1,Preliminary,Women's Preliminary Round (2 Matches),9:00,12:30,TRUE,TRUE
HBL05,Handball,Long Beach Arena,Long Beach,"Thursday, July 13",-1,Preliminary,Women's Preliminary Round (2 Matches),14:00,17:30,TRUE,TRUE
HBL06,Handball,Long Beach Arena,Long Beach,"Thursday, July 13",-1,Preliminary,Women's Preliminary Round (2 Matches),19:00,22:30,TRUE,TRUE
HBL07,Handball,Long Beach Arena,Long Beach,"Saturday, July 15",1,Preliminary,Men's Preliminary Round (2 Matches),9:00,12:30,TRUE,FALSE
HBL08,Handball,Long Beach Arena,Long Beach,"Saturday, July 15",1,Preliminary,Men's Preliminary Round (2 Matches),14:00,17:30,TRUE,FALSE
HBL09,Handball,Long Beach Arena,Long Beach,"Saturday, July 15",1,Preliminary,Men's Preliminary Round (2 Matches),19:00,22:30,TRUE,FALSE
HBL10,Handball,Long Beach Arena,Long Beach,"Sunday, July 16",2,Preliminary,Women's Preliminary Round (2 Matches),9:00,12:30,TRUE,TRUE
HBL11,Handball,Long Beach Arena,Long Beach,"Sunday, July 16",2,Preliminary,Women's Preliminary Round (2 Matches),14:00,17:30,TRUE,TRUE
HBL12,Handball,Long Beach Arena,Long Beach,"Sunday, July 16",2,Preliminary,Women's Preliminary Round (2 Matches),19:00,22:30,TRUE,TRUE
HBL13,Handball,Long Beach Arena,Long Beach,"Monday, July 17",3,Preliminary,Men's Preliminary Round (2 Matches),9:00,12:30,TRUE,FALSE
HBL14,Handball,Long Beach Arena,Long Beach,"Monday, July 17",3,Preliminary,Men's Preliminary Round (2 Matches),14:00,17:30,TRUE,FALSE
HBL15,Handball,Long Beach Arena,Long Beach,"Monday, July 17",3,Preliminary,Men's Preliminary Round (2 Matches),19:00,22:30,TRUE,FALSE
HBL16,Handball,Long Beach Arena,Long Beach,"Tuesday, July 18",4,Preliminary,Women's Preliminary Round (2 Matches),9:00,12:30,TRUE,TRUE
HBL17,Handball,Long Beach Arena,Long Beach,"Tuesday, July 18",4,Preliminary,Women's Preliminary Round (2 Matches),14:00,17:30,TRUE,TRUE
HBL18,Handball,Long Beach Arena,Long Beach,"Tuesday, July 18",4,Preliminary,Women's Preliminary Round (2 Matches),19:00,22:30,TRUE,TRUE
HBL19,Handball,Long Beach Arena,Long Beach,"Wednesday, July 19",5,Preliminary,Men's Preliminary Round (2 Matches),9:00,12:30,TRUE,FALSE
HBL20,Handball,Long Beach Arena,Long Beach,"Wednesday, July 19",5,Preliminary,Men's Preliminary Round (2 Matches),14:00,17:30,TRUE,FALSE
HBL21,Handball,Long Beach Arena,Long Beach,"Wednesday, July 19",5,Preliminary,Men's Preliminary Round (2 Matches),19:00,22:30,TRUE,FALSE
HBL22,Handball,Long Beach Arena,Long Beach,"Thursday, July 20",6,Preliminary,Women's Preliminary Round (2 Matches),9:00,12:30,TRUE,TRUE
HBL23,Handball,Long Beach Arena,Long Beach,"Thursday, July 20",6,Preliminary,Women's Preliminary Round (2 Matches),14:00,17:30,TRUE,TRUE
HBL24,Handball,Long Beach Arena,Long Beach,"Thursday, July 20",6,Preliminary,Women's Preliminary Round (2 Matches),19:00,22:30,TRUE,TRUE
HBL25,Handball,Long Beach Arena,Long Beach,"Friday, July 21",7,Preliminary,Men's Preliminary Round (2 Matches),9:00,12:30,TRUE,FALSE
HBL26,Handball,Long Beach Arena,Long Beach,"Friday, July 21",7,Preliminary,Men's Preliminary Round (2 Matches),14:00,17:30,TRUE,FALSE
HBL27,Handball,Long Beach Arena,Long Beach,"Friday, July 21",7,Preliminary,Men's Preliminary Round (2 Matches),19:00,22:30,TRUE,FALSE
HBL28,Handball,Long Beach Arena,Long Beach,"Saturday, July 22",8,Preliminary,Women's Preliminary Round (2 Matches),9:00,12:30,TRUE,TRUE
HBL29,Handball,Long Beach Arena,Long Beach,"Saturday, July 22",8,Preliminary,Women's Preliminary Round (2 Matches),14:00,17:30,TRUE,TRUE
HBL30,Handball,Long Beach Arena,Long Beach,"Saturday, July 22",8,Preliminary,Women's Preliminary Round (2 Matches),19:00,22:30,TRUE,TRUE
HBL31,Handball,Long Beach Arena,Long Beach,"Sunday, July 23",9,Quarterfinal,Men's Quarterfinal,9:00,11:00,TRUE,FALSE
HBL32,Handball,Long Beach Arena,Long Beach,"Sunday, July 23",9,Quarterfinal,Men's Quarterfinal,12:30,14:30,TRUE,FALSE
HBL33,Handball,Long Beach Arena,Long Beach,"Sunday, July 23",9,Quarterfinal,Men's Quarterfinal,16:00,18:00,TRUE,FALSE
HBL34,Handball,Long Beach Arena,Long Beach,"Sunday, July 23",9,Quarterfinal,Men's Quarterfinal,19:30,21:30,TRUE,FALSE
HBL35,Handball,Long Beach Arena,Long Beach,"Monday, July 24",10,Quarterfinal,Women's Quarterfinal,9:00,11:00,TRUE,TRUE
HBL36,Handball,Long Beach Arena,Long Beach,"Monday, July 24",10,Quarterfinal,Women's Quarterfinal,12:30,14:30,TRUE,TRUE
HBL37,Handball,Long Beach Arena,Long Beach,"Monday, July 24",10,Quarterfinal,Women's Quarterfinal,16:00,18:00,TRUE,TRUE
HBL38,Handball,Long Beach Arena,Long Beach,"Monday, July 24",10,Quarterfinal,Women's Quarterfinal,19:30,21:30,TRUE,TRUE
HBL39,Handball,Long Beach Arena,Long Beach,"Tuesday, July 25",11,Semifinal,Men's Semifinal,9:30,11:30,TRUE,FALSE
HBL40,Handball,Long Beach Arena,Long Beach,"Tuesday, July 25",11,Semifinal,Men's Semifinal,13:00,15:00,TRUE,FALSE
HBL41,Handball,Long Beach Arena,Long Beach,"Wednesday, July 26",12,Semifinal,Women's Semifinal,9:30,11:30,TRUE,TRUE
HBL42,Handball,Long Beach Arena,Long Beach,"Wednesday, July 26",12,Semifinal,Women's Semifinal,13:00,15:00,TRUE,TRUE
HBL43,Handball,Long Beach Arena,Long Beach,"Thursday, July 27",13,Bronze,Men's Bronze Medal Match,9:30,11:30,TRUE,FALSE
HBL44,Handball,Long Beach Arena,Long Beach,"Thursday, July 27",13,Final,Men's Gold Medal Match,13:00,15:30,TRUE,FALSE
HBL45,Handball,Long Beach Arena,Long Beach,"Friday, July 28",14,Bronze,Women's Bronze Medal Match,9:30,11:30,TRUE,TRUE
HBL46,Handball,Long Beach Arena,Long Beach,"Friday, July 28",14,Final,Women's Gold Medal Match,13:00,15:30,TRUE,TRUE
HOC01,Hockey,Carson Field,Carson,"Wednesday, July 12",-2,Preliminary,Men's Pool (2 Matches),9:00,14:00,TRUE,FALSE
HOC02,Hockey,Carson Field,Carson,"Wednesday, July 12",-2,Preliminary,Men's Pool (2 Matches),17:00,22:00,TRUE,FALSE
HOC03,Hockey,Carson Field,Carson,"Thursday, July 13",-1,Preliminary,Women's Pool (2 Matches),9:00,14:00,TRUE,TRUE
HOC04,Hockey,Carson Field,Carson,"Thursday, July 13",-1,Preliminary,Women's Pool (2 Matches),17:00,22:00,TRUE,TRUE
HOC05,Hockey,Carson Field,Carson,"Saturday, July 15",1,Preliminary,Men's Pool (2 Matches),9:00,14:00,TRUE,FALSE
HOC06,Hockey,Carson Field,Carson,"Saturday, July 15",1,Preliminary,Women's Pool (2 Matches),17:30,22:30,TRUE,TRUE
HOC07,Hockey,Carson Field,Carson,"Sunday, July 16",2,Preliminary,Men's Pool (2 Matches),9:00,14:00,TRUE,FALSE
HOC08,Hockey,Carson Field,Carson,"Sunday, July 16",2,Preliminary,Men's Pool (2 Matches),17:00,22:00,TRUE,FALSE
HOC09,Hockey,Carson Field,Carson,"Monday, July 17",3,Preliminary,Men's Pool (2 Matches),9:00,14:00,TRUE,FALSE
HOC10,Hockey,Carson Field,Carson,"Monday, July 17",3,Preliminary,Women's Pool (2 Matches),17:00,22:00,TRUE,TRUE
HOC11,Hockey,Carson Field,Carson,"Tuesday, July 18",4,Preliminary,Women's Pool (2 Matches),9:00,14:00,TRUE,TRUE
HOC12,Hockey,Carson Field,Carson,"Tuesday, July 18",4,Preliminary,Women's Pool (2 Matches),17:30,22:30,TRUE,TRUE
HOC13,Hockey,Carson Field,Carson,"Wednesday, July 19",5,Preliminary,Men's Pool (2 Matches),9:00,14:00,TRUE,FALSE
HOC14,Hockey,Carson Field,Carson,"Wednesday, July 19",5,Preliminary,Men's Pool (2 Matches),17:00,22:00,TRUE,FALSE
HOC15,Hockey,Carson Field,Carson,"Thursday, July 20",6,Preliminary,Men's Pool (2 Matches),9:00,14:00,TRUE,FALSE
HOC16,Hockey,Carson Field,Carson,"Thursday, July 20",6,Preliminary,Women's Pool (2 Matches),17:00,22:00,TRUE,TRUE
HOC17,Hockey,Carson Field,Carson,"Friday, July 21",7,Preliminary,Women's Pool (2 Matches),9:00,14:00,TRUE,TRUE
HOC18,Hockey,Carson Field,Carson,"Friday, July 21",7,Preliminary,Women's Pool (2 Matches),17:00,22:00,TRUE,TRUE
HOC19,Hockey,Carson Field,Carson,"Saturday, July 22",8,Preliminary,Men's Play-In (2 Matches),9:00,14:00,TRUE,FALSE
HOC20,Hockey,Carson Field,Carson,"Saturday, July 22",8,Preliminary,Men's Play-In (2 Matches),17:00,22:00,TRUE,FALSE
HOC21,Hockey,Carson Field,Carson,"Sunday, July 23",9,Preliminary,Women's Play-In (2 Matches),9:00,14:00,TRUE,TRUE
HOC22,Hockey,Carson Field,Carson,"Sunday, July 23",9,Preliminary,Women's Play-In (2 Matches),17:00,22:00,TRUE,TRUE
HOC23,Hockey,Carson Field,Carson,"Monday, July 24",10,Quarterfinal,Men's Quarterfinal (2 Matches),9:00,14:00,TRUE,FALSE
HOC24,Hockey,Carson Field,Carson,"Monday, July 24",10,Quarterfinal,Men's Quarterfinal (2 Matches),17:00,22:00,TRUE,FALSE
HOC25,Hockey,Carson Field,Carson,"Tuesday, July 25",11,Quarterfinal,Women's Quarterfinal (2 Matches),9:00,14:00,TRUE,TRUE
HOC26,Hockey,Carson Field,Carson,"Tuesday, July 25",11,Quarterfinal,Women's Quarterfinal (2 Matches),17:00,22:00,TRUE,TRUE
HOC27,Hockey,Carson Field,Carson,"Wednesday, July 26",12,Semifinal,Men's Semifinal,9:00,11:00,TRUE,FALSE
HOC28,Hockey,Carson Field,Carson,"Wednesday, July 26",12,Semifinal,Men's Semifinal,20:00,22:00,TRUE,FALSE
HOC29,Hockey,Carson Field,Carson,"Thursday, July 27",13,Semifinal,Women's Semifinal,9:00,11:00,TRUE,TRUE
HOC30,Hockey,Carson Field,Carson,"Thursday, July 27",13,Semifinal,Women's Semifinal,19:30,21:30,TRUE,TRUE
HOC31,Hockey,Carson Field,Carson,"Friday, July 28",14,Bronze,Men's Bronze Medal Match,10:30,12:30,TRUE,FALSE
HOC32,Hockey,Carson Field,Carson,"Friday, July 28",14,Final,Men's Gold Medal Match,21:00,23:30,TRUE,FALSE
